	BDPA
94251,5	3,53464796907454E-4
94251,1	3,03215080854993E-4
94250,7	2,57458078626355E-4
94250,3	5,96124681121245E-4
94249,9	7,72603105877397E-4
94249,5	0,00127774825207429
94249,1	4,08815288154267E-4
94248,7	4,58546646216773E-5
94248,3	-5,50587906243045E-4
94247,9	-8,73931505229257E-4
94247,5	-3,58786138715233E-4
94247,1	-8,28377529387109E-4
94246,7	1,007950319397E-4
94246,3	-1,46560253221412E-4
94245,9	-4,19247065593236E-4
94245,5	-4,54793535522291E-4
94245,1	-6,21259704683606E-4
94244,7	-1,91908827836182E-4
94244,3	-4,19451788294643E-4
94243,9	5,35461067119723E-4
94243,5	7,52587076262286E-4
94243,1	-2,32352368047132E-4
94242,7	-1,21032306694201E-4
94242,3	4,69685321172105E-4
94241,9	-9,6320910058061E-5
94241,5	-3,03436325994378E-4
94241,1	-9,09059887107608E-4
94240,7	6,81909510351009E-4
94240,3	-7,52600206070426E-4
94239,9	-1,46773279307726E-4
94239,5	0,00142441209623277
94239,1	8,63704789754676E-4
94238,7	1,66561795976452E-4
94238,3	3,48556369873806E-4
94237,9	2,0210792664253E-4
94237,5	9,6950443773319E-6
94237,1	-4,95440780645701E-4
94236,7	-6,41687215279434E-4
94236,3	-6,51493730383924E-4
94235,9	7,82815334491898E-4
94235,5	-1,46773279307726E-4
94235,1	-4,85024168592781E-4
94234,7	1,51247435115672E-4
94234,3	0,00105530915410333
94233,9	7,47891675314954E-4
94233,5	-4,24154814100912E-4
94233,1	8,05732618342226E-5
94232,7	-2,22549211646177E-4
94232,3	-6,11252877296485E-4
94231,9	1,81682112361611E-4
94231,5	4,34148172416904E-4
94231,1	4,08815288154267E-4
94230,7	6,76605030244184E-4
94230,3	6,81707162490477E-4
94229,9	3,78790395574134E-4
94229,5	-4,03509667626599E-5
94229,1	-8,07911143437803E-5
94228,7	-5,65911249014691E-4
94228,3	8,07750130103459E-4
94227,9	-7,32583158666366E-4
94227,5	-0,00112680599289842
94227,1	6,31254420051526E-4
94226,7	4,13926402311423E-4
94226,3	-7,68128950069454E-4
94225,9	3,73889254136445E-4
94225,5	-4,04545515784751E-4
94225,1	7,11937795560967E-4
94224,7	-1,56986186448186E-4
94224,3	-0,00114192563075761
94223,9	-3,68999385118675E-4
94223,5	8,05732618342226E-5
94223,1	-5,40782442853799E-4
94222,7	-0,00165685763192233
94222,3	-9,49707471493998E-4
94221,9	-3,08129352100833E-4
94221,5	1,007950319397E-4
94221,1	-0,00155574878139495
94220,7	-0,00127836690733879
94220,3	-0,00136436679823276
94219,9	4,01297216232711E-5
94219,5	-8,23479441316266E-4
94219,1	-0,00120237757572474
94218,7	-5,56106430225121E-4
94218,3	-9,69928902336499E-4
94217,9	-1,66782023326891E-4
94217,5	-2,07225224274863E-4
94217,1	-0,00176797534541473
94216,7	-6,61908985384915E-4
94216,3	-3,53480640819461E-4
94215,9	-0,00197529450018982
94215,5	-8,63922642264237E-4
94215,1	-1,8169931332555E-4
94214,7	-0,00173284662427339
94214,3	-0,0013237081963576
94213,9	-0,00116214706160009
94213,5	-0,00123792370639082
94213,1	-0,00190462998734521
94212,7	-0,00145975104502472
94212,3	-0,00194485978901758
94211,9	-0,00102569680310805
94211,5	-0,0012683573658478
94211,1	-0,00326849485105869
94210,7	-0,00143952961418223
94210,3	-6,61705619735435E-4
94209,9	-0,00115662819835504
94209,5	-0,00157597021223744
94209,1	-0,00272268378346437
94208,7	-0,0027782659431452
94208,3	-0,00267734252837186
94207,9	-0,00301562138117848
94207,5	-0,00177287343348558
94207,1	-0,00252067016051135
94206,7	-0,00247021775733538
94206,3	-0,00239933953987849
94205,9	-0,00289467054611196
94205,5	-0,00343026799411355
94205,1	-0,00304074090009181
94204,7	-0,00185887061027568
94204,3	-0,0036369770519402
94203,9	-0,00243429353741788
94203,5	-0,00428345224161526
94203,1	-0,00464724005933839
94202,7	-0,00344537865006187
94202,3	-0,00440457881807267
94201,9	-0,00407674488010352
94201,5	-0,0054052503720306
94201,1	-0,00545021153622008
94200,7	-0,00530413982518829
94200,3	-0,00636441155903108
94199,9	-0,00690004832730601
94199,5	-0,00875387379040313
94199,1	-0,00733447997994808
94198,7	-0,00798135563311516
94198,3	-0,0105419235075528
94197,9	-0,00929452608625585
94197,5	-0,0110777805875099
94197,1	-0,011759634809108
94196,7	-0,0138961203591616
94196,3	-0,0150633004559209
94195,9	-0,0172705440698206
94195,5	-0,0180534122338927
94195,1	-0,0198366633425169
94194,7	-0,0220542569632006
94194,3	-0,0245443843683687
94193,9	-0,0288583064193702
94193,5	-0,0315153174032243
94193,1	-0,0341318950247571
94192,7	-0,0382790720938646
94192,3	-0,04389629792363
94191,9	-0,0498667717653441
94191,5	-0,0575746922337525
94191,1	-0,0648490195872051
94190,7	-0,0742947693772842
94190,3	-0,0870897513427486
94189,9	-0,105274049606094
94189,5	-0,12691898567594
94189,1	-0,152767025858008
94188,7	-0,184442812971797
94188,3	-0,231546842809596
94187,9	-0,305175162341026
94187,5	-0,400846525249306
94187,1	-0,519159390898099
94186,7	-0,650275186029452
94186,3	-0,795707225790154
94185,9	-0,846240315787043
94185,5	-0,559287238215077
94185,1	0,0986869025771796
94184,7	0,718073196565684
94184,3	1
94183,9	0,939284377618137
94183,5	0,721154207480507
94183,1	0,527695176979217
94182,7	0,386798739884856
94182,3	0,290278199637506
94181,9	0,215573892351903
94181,5	0,161273159435117
94181,1	0,123241005340002
94180,7	0,0989953097092504
94180,3	0,0834169943220369
94179,9	0,0694404049302683
94179,5	0,0587866512305723
94179,1	0,0487399241214276
94178,7	0,0422135771530249
94178,3	0,0363084022183365
94177,9	0,0319947841913923
94177,5	0,0283634996853908
94177,1	0,0249582713334296
94176,7	0,0240797542016652
94176,3	0,019033056603601
94175,9	0,0186997314266453
94175,5	0,0162196052595833
94175,1	0,0153053306673815
94174,7	0,0129969705780955
94174,3	0,0119564769376268
94173,9	0,0118347255148394
94173,5	0,0101835005917302
94173,1	0,00814722552125247
94172,7	0,00855165753073217
94172,3	0,00832942210374737
94171,9	0,00825343277213333
94171,5	0,00652090335907744
94171,1	0,00643041973627052
94170,7	0,00596041271806038
94170,3	0,00550593562955807
94169,9	0,00477365993257754
94169,5	0,00435921829593529
94169,1	0,00372294872438147
94168,7	0,00207640648841588
94168,3	0,00258582860824641
94167,9	0,0028387024173896
94167,5	0,00217158804808432
94167,1	0,0021766988229785
94166,7	0,00187908653616897
94166,3	0,00175775591553611
94165,9	0,00203514677150315
94165,5	0,00117684378498533
94165,1	1,21220846220621E-4
94164,7	1,2633026406286E-4
94164,3	0,00168197825295645
94163,9	-1,5220769623543E-5
94163,5	0,00108082808479337
94163,1	0,00170220171937684
94162,7	4,54369603259394E-4
94162,3	3,08530239187601E-4
94161,9	0,00126814019186421
94161,5	8,33470764054359E-4
94161,1	2,36828559432974E-4
94160,7	2,37236308520885E-4
94160,3	0,00197468584462515
94159,9	0,00110086377454514
94159,5	6,36161829296224E-4
94159,1	-2,01275003422703E-5
94158,7	-7,63221540824755E-4
94158,3	-7,77934108122013E-4
94157,9	7,98345774805832E-4
94157,5	-7,58857406769826E-5
94157,1	0,00105591193152952
94156,7	-9,75040355756636E-4
94156,3	9,49487244143562E-4
94155,9	7,17661042244463E-4
94155,5	4,9971126546749E-4
94155,1	4,59471735505676E-4
94154,7	-2,2234554066002E-4
94154,3	2,77679509468855E-4
94153,9	-4,65006442662749E-4
94153,5	1,50008815360831E-5
94153,1	-0,00115172112837332
94152,7	0,00107613539794991
94152,3	8,78824766876854E-4
94151,9	-1,4186620932602E-4
94151,5	5,95718289085264E-4
94151,1	3,28336296083246E-4
94150,7	0,00104530025721201
94150,3	-3,7370410723986E-4
94149,9	0,00136374848223125
94149,5	-2,98121167661783E-4
94149,1	-8,84144412369716E-4
94148,7	8,56753940805135E-5
94148,3	-6,11252877296485E-4
94147,9	2,67466941591375E-4
94147,5	3,78992743434665E-4
94147,1	-1,15922888851961E-4
94146,7	3,99010469364697E-4
94146,3	6,05548573782315E-5
94145,9	-1,012189642026E-4
94145,5	8,93933047984288E-4
94145,1	9,54801384687219E-4
94144,7	-5,35884660119643E-4
94144,3	-9,19486159597362E-4
94143,9	0,00102998555708825
94143,5	7,05643988692129E-5
94143,1	5,95718289085264E-4
94142,7	1,06110190272309E-4
94142,3	-9,08016736237093E-5
94141,9	2,17014538415403E-4
94141,5	6,11441077559916E-4
94141,1	9,4930252084179E-4
94140,7	1,26118595028486E-4
94140,3	-4,09034836978735E-4
94139,9	-7,60991060262863E-5
94139,5	-7,27481365683063E-4
94139,1	5,80394267787647E-4
94138,7	-4,1434965604835E-4
94138,3	5,05230434049233E-4
94137,9	4,03917539346402E-4
94137,5	1,51247435115672E-4
94137,1	1,66561795976452E-4
94136,7	-6,51493730383924E-4
94136,3	-3,68795680206213E-4
94135,9	9,64413176790113E-4
94135,5	-4,85024168592781E-4
94135,1	1,00590987764263E-4
94134,7	-0,00117214694265424
94134,3	-2,57677966713811E-4
94133,9	-4,90126300839073E-4
94133,5	0,00133861794582915
94133,1	-2,98121167661783E-4
94132,7	2,0210792664253E-4
94132,3	-8,09965155711608E-5
94131,9	1,26118595028486E-4
94131,5	7,37270679823604E-4
94131,1	-7,82831517666885E-4
94130,7	-4,54510634310512E-5
94130,3	-8,6107968991296E-5
94129,9	-2,98325211837224E-4
94129,5	-8,18377309069984E-4
94129,1	-2,62788741607991E-4
94128,7	-8,28590216210444E-4
94128,3	-0,00160640488948338
94127,9	-8,6107968991296E-5
94127,5	-0,00149018572227066
94127,1	-6,87445913822991E-4
94126,7	-6,76823222016723E-4
94126,3	8,53694230474748E-4
94125,9	-1,4145744244916E-4
94125,5	-7,42592021631375E-4
94125,1	0,00114149441289875
94124,7	7,42576516982347E-4
94124,3	6,54529454490743E-5
94123,9	2,82995007064432E-4
94123,5	3,78584655083777E-4
94123,1	2,22125313309581E-4
94122,7	-4,59895328505594E-4
94122,3	8,63499388527307E-4
94121,9	-8,38803123350904E-4
94121,5	-3,13445188959399E-4
94121,1	8,13250690263797E-4
94120,7	5,95921993997724E-4
94120,3	-1,82310088799949E-4
94119,9	7,83020057193306E-4
94119,5	8,99247188527946E-4
94119,1	-2,97917123486333E-4
94118,7	-5,40782442853799E-4
94118,3	-3,4367582202989E-4
94117,9	0,00106591909817962
94117,5	3,23030458924502E-4
94117,1	2,82790284363023E-4
94116,7	2,97697574661865E-4
94116,3	0,00109614973125011
94115,9	-3,3346325415241E-4
94115,5	-6,31474308138974E-4
94115,1	-2,7810340780545E-4
94114,7	-8,74135583331001E-4
94114,3	-8,33691975267441E-4
94113,9	-2,7810340780545E-4
94113,5	4,34148172416904E-4
94113,1	4,59471735505676E-4
94112,7	-3,03231942555961E-4
94112,3	-7,93248468982795E-4
94111,9	-8,68820730335081E-4
94111,5	5,70589448998076E-4
94111,1	3,78584655083777E-4
94110,7	2,42347083415051E-4
94110,3	0,00112108520538764
94109,9	-5,85717305910337E-4
94109,5	0,0012575268212318
94109,1	-8,6312013166746E-5
94108,7	0,00124260156711122
94108,3	1,61664386431581E-4
94107,9	-5,0033883479025E-4
94107,5	-3,03231942555961E-4
94107,1	1,0100077243006E-4
94106,7	1,16109053537505E-4
94106,3	2,22125313309581E-4
94105,9	-6,51696078244455E-4
94105,5	-3,53480640819461E-4
94105,1	-8,94153275334726E-4
94104,7	9,59496785634551E-4
94104,3	-0,00133862412930433
94103,9	-4,69698450980256E-4
94103,5	-1,012189642026E-4
94103,1	0,0010354861172486
94102,7	-4,74810582926353E-4
94102,3	7,62390198736937E-4
94101,9	3,48556369873806E-4
94101,5	7,98140034315474E-4
94101,1	1,92097367362603E-4
94100,7	1,96793107572914E-4
94100,3	9,69710371300971E-4
94099,9	2,72782099923972E-4
94099,5	2,12320833782992E-4
94099,1	-5,15663229277151E-4
94098,7	-5,91031107191005E-4
94098,3	3,07910821065314E-4
94097,9	-1,97011638608433E-4
94097,5	6,76605030244184E-4
94097,1	8,58901164817469E-5
94096,7	-2,1254038260746E-4
94096,3	-3,58378389627326E-4
94095,9	1,61256298080693E-4
94095,5	9,29080750736311E-4
94095,1	-1,97011638608433E-4
94094,7	5,90811219103557E-4
94094,3	3,93500927293483E-4
94093,9	-2,57677966713811E-4
94093,5	5,40561163788117E-4
94093,1	9,64811943967148E-4
94092,7	-5,86133019120161E-4
94092,3	5,35257022944284E-4
94091,9	-9,85456967809555E-4
94091,5	-2,6319649069589E-4
94091,1	7,68317489595873E-4
94090,7	-6,11456548282651E-4
94090,3	6,16143424840224E-4
94089,9	8,23261249543727E-4
94089,5	0,00147996629239204
94089,1	-8,08572490280414E-4
94088,7	-2,02327475467E-4
94088,3	-3,03397289567608E-5
94087,9	3,88593551975091E-4
94087,5	8,5838793510716E-4
94087,1	6,11032649946046E-4
94086,7	-2,32558108537491E-4
94086,3	7,52381675034907E-4
94085,9	7,27465861034034E-4
94085,5	0,00118175085496705
94085,1	1,26536004553229E-4
94084,7	1,61256298080693E-4
94084,3	3,68779836294206E-4
94083,9	-1,56773160361873E-4
94083,5	0,00141930267839052
94083,1	-5,22088856939566E-6
94082,7	-4,34165373380841E-4
94082,3	-2,97917123486333E-4
94081,9	6,97032880103013E-4
94081,5	9,899331591954E-4
94081,1	8,05732618342226E-5
94080,7	-5,91438856278913E-4
94080,3	5,60784630208506E-4
94079,9	3,78992743434665E-4
94079,5	4,79489461435707E-4
94079,1	8,78609705212641E-4
94078,7	6,56383599401694E-4
94078,3	-9,59051629219334E-5
94077,9	1,20812757869732E-4
94077,5	7,52381675034907E-4
94077,1	-5,30569501787047E-4
94076,7	-6,06151423576162E-4
94076,3	4,19233935785084E-4
94075,9	-9,69928902336499E-4
94075,5	1,96998508800292E-4
94075,1	4,85006967628843E-4
94074,7	6,06135240401173E-4
94074,3	4,74592051890833E-4
94073,9	4,39249965400206E-4
94073,5	6,41469362769885E-4
94073,1	1,50008815360831E-5
94072,7	3,78584655083777E-4
94072,3	6,41469362769885E-4
94071,9	-1,71688754045622E-4
94071,5	-4,60099711944024E-4
94071,1	-0,0015057037880439
94070,7	-1,06117052273442E-4
94070,3	-5,4249327448353E-6
94069,9	1,51653827151643E-4
94069,5	-3,18547015869007E-4
94069,1	7,2704845150929E-4
94068,7	-1,11025140044109E-4
94068,3	1,007950319397E-4
94067,9	8,28573015246496E-4
94067,5	0,00147996629239204
94067,1	7,83020057193306E-4
94066,7	1,99079515178018E-5
94066,3	1,36127457993497E-4
94065,9	4,49055123452756E-4
94065,5	7,67491991720241E-4
94065,1	-2,62788741607991E-4
94064,7	-5,35476911031732E-4
94064,3	-0,00141460413974452
94063,9	-6,26780942769552E-4
94063,5	-7,67711540544719E-4
94063,1	-2,05355886931591E-5
94062,7	3,53261091994994E-4
94062,3	0,00179330170693921
94061,9	-2,52275970106539E-5
94061,5	3,83695769240933E-4
94061,1	5,85915166610612E-4
94060,7	4,69480598470696E-4
94060,3	3,13021595959483E-4
94059,9	-7,27685409858502E-4
94059,5	0,00107592965745955
94059,1	-9,29485701388531E-4
94058,7	7,92824875982877E-4
94058,3	-1,15922888851961E-4
94057,9	-2,98538577186527E-4
94057,5	-4,34775809592263E-4
94057,1	-4,34367721241371E-4
